branch_id,variable,lag,f_statistic,p_value,is_significant,var_diff_order,target_diff_order
A,is_weekend,1,0.12173793256696878,0.727161346730326,False,0,1
A,is_weekend,2,5.926863789030994,0.002672185353565561,True,0,1
A,is_weekend,3,4.661760720505906,0.0029323674386490628,True,0,1
A,is_weekend,4,4.030324378371775,0.0028689262188978325,True,0,1
A,is_weekend,5,3.20720174331309,0.006758828605720739,True,0,1
A,is_peak_morning,1,197.36651996300546,1.3697643932650503e-44,True,0,1
A,is_peak_morning,2,295.5390808951286,5.8571460018754604e-127,True,0,1
A,is_peak_morning,3,145.08555428896307,7.209982467802944e-93,True,0,1
A,is_peak_morning,4,79.73231945088048,3.6838424170831895e-67,True,0,1
A,is_peak_morning,5,109.48470456325677,2.9130271507906776e-114,True,0,1
A,is_peak_evening,1,21.374425678871788,3.8047461769139494e-06,True,0,1
A,is_peak_evening,2,294.7340299460406,1.2761860965905219e-126,True,0,1
A,is_peak_evening,3,464.7602387657833,1.3966176671920242e-290,True,0,1
A,is_peak_evening,4,300.9843753395773,8.277710207142306e-251,True,0,1
A,is_peak_evening,5,191.30467094689374,4.29911776981671e-199,True,0,1
A,is_night,1,0.1705067498627569,0.679666890106136,False,0,1
A,is_night,2,155.96533880040454,7.2667233524314395e-68,True,0,1
A,is_night,3,285.47771396364,6.191828678449124e-181,True,0,1
A,is_night,4,175.74195749383028,7.377698414106019e-148,True,0,1
A,is_night,5,104.59533587200754,3.8603473384297867e-109,True,0,1
A,peak_time_category,1,1.4851931631448922,0.22298018280239568,False,0,1
A,peak_time_category,2,7.037337644064775,0.0008809488554485312,True,0,1
A,peak_time_category,3,13.39291320562889,9.981204472344244e-09,True,0,1
A,peak_time_category,4,15.526041063675017,1.1027682233180439e-12,True,0,1
A,peak_time_category,5,26.12691347382204,2.2003599965664062e-26,True,0,1
A,temp_category,1,1.8969798566053022,0.16843436025377456,False,0,1
A,temp_category,2,33.59607820548891,2.7373497358959072e-15,True,0,1
A,temp_category,3,40.041727164746405,8.873377552990998e-26,True,0,1
A,temp_category,4,34.71203410769243,6.498244502775978e-29,True,0,1
A,temp_category,5,28.71216406008873,4.144840912874367e-29,True,0,1
A,rain_intensity,1,1.0843954385467174,0.2977307175913863,False,0,1
A,rain_intensity,2,0.6156393161726299,0.5403070591588577,False,0,1
A,rain_intensity,3,0.5396024310993387,0.655139414058439,False,0,1
A,rain_intensity,4,0.8166936401861103,0.5142325574441553,False,0,1
A,rain_intensity,5,1.46929502988301,0.19618248964817794,False,0,1
A,hour_sin,1,39.71043396830499,3.0158046685844985e-10,True,0,1
A,hour_sin,2,21.1116919233542,6.955765887203472e-10,True,0,1
A,hour_sin,3,17.624111002802724,2.0282842548491514e-11,True,0,1
A,hour_sin,4,16.719429597762794,1.0984912757976217e-13,True,0,1
A,hour_sin,5,17.27084768756124,4.321594504926382e-17,True,0,1
A,hour_cos,1,0.277315135022953,0.5984730652736857,False,0,1
A,hour_cos,2,21.1116919233542,6.955765887203472e-10,True,0,1
A,hour_cos,3,17.62411100280055,2.0282842548529057e-11,True,0,1
A,hour_cos,4,16.719429597761664,1.0984912757997682e-13,True,0,1
A,hour_cos,5,17.27084768756077,4.321594504926382e-17,True,0,1
A,month_sin,1,0.00010787512960835818,0.9917132026546139,False,1,1
A,month_sin,2,2.6322756547978263e-05,0.9999736775903889,False,1,1
A,month_sin,3,0.0028617654711073793,0.9997889662722735,False,1,1
A,month_sin,4,0.004359773241558106,0.9999622007493537,False,1,1
A,month_sin,5,0.1076695704293842,0.9906502551654197,False,1,1
A,month_cos,1,0.03804219720926502,0.8453606936750764,False,1,1
A,month_cos,2,0.06067943381126404,0.9411250821312099,False,1,1
A,month_cos,3,0.3153449286978656,0.8143063497701523,False,1,1
A,month_cos,4,0.4297367261104626,0.7872705756463986,False,1,1
A,month_cos,5,0.46343258849582036,0.8037361829019376,False,1,1
A,dayofweek_sin,1,0.09310550381163266,0.7602692880410389,False,0,1
A,dayofweek_sin,2,3.3098910949953457,0.03654300019586442,True,0,1
A,dayofweek_sin,3,3.066123849196235,0.02679266810166504,True,0,1
A,dayofweek_sin,4,2.553770295705292,0.036993443574491316,True,0,1
A,dayofweek_sin,5,1.6894657746723256,0.13330775836674105,False,0,1
A,dayofweek_cos,1,0.32181084997050513,0.5705286881495277,False,0,1
A,dayofweek_cos,2,1.5051657793710331,0.2220092087700856,False,0,1
A,dayofweek_cos,3,0.9976766532538932,0.3927273927717211,False,0,1
A,dayofweek_cos,4,1.0185225445299886,0.39610374291770695,False,0,1
A,dayofweek_cos,5,0.8699380906629846,0.5002655371410664,False,0,1
A,hour_squared,1,4.196516053542611,0.04052199194127915,True,0,1
A,hour_squared,2,281.505341272078,4.656155800053522e-121,True,0,1
A,hour_squared,3,192.19860586894364,1.223113512969747e-122,True,0,1
A,hour_squared,4,140.0391320484474,5.0626402142325875e-118,True,0,1
A,hour_squared,5,87.44372480562424,3.967520362546849e-91,True,0,1
A,month_day_interaction,1,0.1936070471219897,0.6599367370090579,False,0,1
A,month_day_interaction,2,0.19062978537776504,0.8264402061837979,False,0,1
A,month_day_interaction,3,0.17996737537658114,0.9100400082412681,False,0,1
A,month_day_interaction,4,0.22470309337897043,0.9247270897228532,False,0,1
A,month_day_interaction,5,0.1972702946010841,0.9636545780745054,False,0,1
A,ta_squared,1,0.8960043124054095,0.3438684252980918,False,0,1
A,ta_squared,2,34.74324464044021,8.730899893846619e-16,True,0,1
A,ta_squared,3,28.684020642746965,1.7101687057671891e-18,True,0,1
A,ta_squared,4,22.33921719332499,2.010515021756176e-18,True,0,1
A,ta_squared,5,20.677180433623484,1.1786620068566892e-20,True,0,1
A,ta_cubed,1,0.3408406201191896,0.5593519200030814,False,0,1
A,ta_cubed,2,16.430972499560003,7.426885119157519e-08,True,0,1
A,ta_cubed,3,12.53127229141286,3.5118117318375265e-08,True,0,1
A,ta_cubed,4,8.826066395043618,4.0869268511250693e-07,True,0,1
A,ta_cubed,5,7.479357543447155,5.071958756708173e-07,True,0,1
A,hm_ta_interaction,1,0.10197338415204718,0.7494780343443048,False,0,1
A,hm_ta_interaction,2,56.358509015084124,4.0017487327447417e-25,True,0,1
A,hm_ta_interaction,3,43.38325862620694,6.364047162005903e-28,True,0,1
A,hm_ta_interaction,4,33.65370793104154,5.149591937146085e-28,True,0,1
A,hm_ta_interaction,5,32.17126713930378,9.262117058017378e-33,True,0,1
A,DCI,1,0.5185061853683208,0.47148920656770754,False,0,1
A,DCI,2,375.14295392389505,2.959494306755211e-160,True,0,1
A,DCI,3,256.39930894484354,7.448843269144394e-163,True,0,1
A,DCI,4,182.01694415430399,4.427591388692579e-153,True,0,1
A,DCI,5,136.96759915303218,6.028814785315717e-143,True,0,1
A,day_of_year_sin,1,0.1741844961832531,0.6764244935486117,False,0,1
A,day_of_year_sin,2,28.406034002597206,4.823754404635496e-13,True,0,1
A,day_of_year_sin,3,20.74102239940159,2.0766711996298382e-13,True,0,1
A,day_of_year_sin,4,16.378958233036084,2.1221478847789194e-13,True,0,1
A,day_of_year_sin,5,6.77427453320084,2.5603546394976115e-06,True,0,1
A,day_of_year_cos,1,0.025685217489166384,0.8726733232993054,False,0,1
A,day_of_year_cos,2,24.424339102362925,2.5551240138496275e-11,True,0,1
A,day_of_year_cos,3,15.553415331766965,4.228754085766266e-10,True,0,1
A,day_of_year_cos,4,8.386508563266165,9.365234382615968e-07,True,0,1
A,day_of_year_cos,5,4.3745791652717045,0.0005564025542285362,True,0,1
A,ta_lag_3h_mean,1,19.868302600860144,8.347956027717147e-06,True,0,1
A,ta_lag_3h_mean,2,101.098986467005,2.2123585556263307e-44,True,0,1
A,ta_lag_3h_mean,3,168.65971453401986,8.601935131860544e-108,True,0,1
A,ta_lag_3h_mean,4,154.00495548022434,1.0189487385613887e-129,True,0,1
A,ta_lag_3h_mean,5,123.13029369477361,1.5823789975755916e-128,True,0,1
A,ta_lag_6h_mean,1,0.0031672495967335975,0.9551207296672284,False,0,1
A,ta_lag_6h_mean,2,260.6495484945648,2.8447371320460967e-112,True,0,1
A,ta_lag_6h_mean,3,195.5594431311909,9.390408996130632e-125,True,0,1
A,ta_lag_6h_mean,4,151.90903014131837,5.778360603055507e-128,True,0,1
A,ta_lag_6h_mean,5,121.61028876695875,6.115948746782412e-127,True,0,1
A,ta_lag_9h_mean,1,9.154829878039985,0.002484225320913158,True,0,1
A,ta_lag_9h_mean,2,36.41224097994624,1.6564238848090535e-16,True,0,1
A,ta_lag_9h_mean,3,145.81044061341095,2.504777937386085e-93,True,0,1
A,ta_lag_9h_mean,4,100.45629909750754,1.0640536135892786e-84,True,0,1
A,ta_lag_9h_mean,5,71.92084334536582,8.988553763552593e-75,True,0,1
A,ta_lag_12h_mean,1,0.20153884083072474,0.6534871527379088,False,0,1
A,ta_lag_12h_mean,2,115.31207699771605,1.768954738930482e-50,True,0,1
A,ta_lag_12h_mean,3,105.08662206402485,1.9971050241579734e-67,True,0,1
A,ta_lag_12h_mean,4,60.01739914861493,2.0000590798748391e-50,True,0,1
A,ta_lag_12h_mean,5,28.874869667544054,2.7923590679599096e-29,True,0,1
A,ta_lag_15h_mean,1,2.906156028735696,0.08825971462527797,False,0,1
A,ta_lag_15h_mean,2,53.87009445183544,4.7451655423230124e-24,True,0,1
A,ta_lag_15h_mean,3,63.57781313975674,7.063018173067406e-41,True,0,1
A,ta_lag_15h_mean,4,43.85763598663816,1.0945233238121946e-36,True,0,1
A,ta_lag_15h_mean,5,22.891812088819503,5.57805115726536e-23,True,0,1
A,ta_lag_18h_mean,1,1.6804586974650593,0.19488061080486616,False,0,1
A,ta_lag_18h_mean,2,63.73992174988229,2.621055520240346e-28,True,0,1
A,ta_lag_18h_mean,3,83.70652902156027,9.085219030714275e-54,True,0,1
A,ta_lag_18h_mean,4,97.32948133524553,4.676750057387422e-82,True,0,1
A,ta_lag_18h_mean,5,114.42426693179586,1.9820725817381016e-119,True,0,1
A,ta_lag_21h_mean,1,2.9184254727326815,0.08759101758823541,False,0,1
A,ta_lag_21h_mean,2,178.0366392471966,2.858736164571335e-77,True,0,1
A,ta_lag_21h_mean,3,229.20145839199273,7.279612426981021e-146,True,0,1
A,ta_lag_21h_mean,4,166.9199124405535,1.6729769234433137e-140,True,0,1
A,ta_lag_21h_mean,5,124.18291433706234,1.2679683905863106e-129,True,0,1
A,ta_lag_24h_mean,1,12.741664094223601,0.00035855718716745587,True,0,1
A,ta_lag_24h_mean,2,169.0309670154616,1.9557346418024456e-73,True,0,1
A,ta_lag_24h_mean,3,191.5640383546012,3.087237862993354e-122,True,0,1
A,ta_lag_24h_mean,4,144.50671692669005,9.15839394723401e-122,True,0,1
A,ta_lag_24h_mean,5,104.49875510512149,4.897589429422506e-109,True,0,1
A,hm_lag_3h_mean,1,62.33659148341011,3.0650915725592813e-15,True,0,1
A,hm_lag_3h_mean,2,85.9950203899808,6.840288305042608e-38,True,0,1
A,hm_lag_3h_mean,3,84.07898791946405,5.245119030915116e-54,True,0,1
A,hm_lag_3h_mean,4,76.80752172455338,1.1125826395343549e-64,True,0,1
A,hm_lag_3h_mean,5,71.44524734196,2.8524855321537006e-74,True,0,1
A,hm_lag_6h_mean,1,1.0376108991895496,0.30839183983822754,False,0,1
A,hm_lag_6h_mean,2,169.1630198221369,1.7152833961669918e-73,True,0,1
A,hm_lag_6h_mean,3,123.71380419708953,2.713760518528851e-79,True,0,1
A,hm_lag_6h_mean,4,96.81860680845857,1.2624308804077967e-81,True,0,1
A,hm_lag_6h_mean,5,74.85018092566949,7.306836216359952e-78,True,0,1
A,hm_lag_9h_mean,1,54.83617822542363,1.3695522508687078e-13,True,0,1
A,hm_lag_9h_mean,2,35.91988721107123,2.7046931169944666e-16,True,0,1
A,hm_lag_9h_mean,3,63.67735861551607,6.096758688956247e-41,True,0,1
A,hm_lag_9h_mean,4,43.144809805012564,4.4182707611417945e-36,True,0,1
A,hm_lag_9h_mean,5,30.77632806951099,2.7514292489687374e-31,True,0,1
A,hm_lag_12h_mean,1,1.285689846352932,0.25685930871970203,False,0,1
A,hm_lag_12h_mean,2,61.08461841413333,3.6598084886512154e-27,True,0,1
A,hm_lag_12h_mean,3,49.81822916498909,4.724886932498092e-32,True,0,1
A,hm_lag_12h_mean,4,29.9546972203627,7.114527014536482e-25,True,0,1
A,hm_lag_12h_mean,5,16.684645532567284,1.7668611680619923e-16,True,0,1
A,hm_lag_15h_mean,1,1.130436378977623,0.2876969484938995,False,0,1
A,hm_lag_15h_mean,2,30.005179394866953,9.799679767849467e-14,True,0,1
A,hm_lag_15h_mean,3,31.44314293273028,2.912717003609088e-20,True,0,1
A,hm_lag_15h_mean,4,29.87839658023652,8.2585218184928015e-25,True,0,1
A,hm_lag_15h_mean,5,20.670767069796725,1.197193190075657e-20,True,0,1
A,hm_lag_18h_mean,1,23.08337757330844,1.5641191896821858e-06,True,0,1
A,hm_lag_18h_mean,2,51.463767314034506,5.188758551851322e-23,True,0,1
A,hm_lag_18h_mean,3,43.53239931050988,5.10650576743671e-28,True,0,1
A,hm_lag_18h_mean,4,53.90947606284845,3.108821186961556e-45,True,0,1
A,hm_lag_18h_mean,5,56.58827452196818,1.4075618466570542e-58,True,0,1
A,hm_lag_21h_mean,1,27.87486076660444,1.3096671334560167e-07,True,0,1
A,hm_lag_21h_mean,2,130.3852608048627,6.199584947335351e-57,True,0,1
A,hm_lag_21h_mean,3,138.0104778202727,2.2305824870636352e-88,True,0,1
A,hm_lag_21h_mean,4,100.23303380525148,1.6453492819278705e-84,True,0,1
A,hm_lag_21h_mean,5,74.48949390208767,1.7571186168890736e-77,True,0,1
A,hm_lag_24h_mean,1,31.524109638525037,1.999714150901907e-08,True,0,1
A,hm_lag_24h_mean,2,113.52757726914582,1.0302137632961638e-49,True,0,1
A,hm_lag_24h_mean,3,96.42640554222088,6.734903793057988e-62,True,0,1
A,hm_lag_24h_mean,4,70.54523465614598,2.2914763657659193e-59,True,0,1
A,hm_lag_24h_mean,5,52.12607422854834,7.360868425381161e-54,True,0,1
A,ws_lag_3h_mean,1,73.805199550964,9.336615187229203e-18,True,0,1
A,ws_lag_3h_mean,2,61.449192629193305,2.5478801469104265e-27,True,0,1
A,ws_lag_3h_mean,3,50.0848338641299,3.186049676581381e-32,True,0,1
A,ws_lag_3h_mean,4,36.48160482466933,2.0384633075128095e-30,True,0,1
A,ws_lag_3h_mean,5,30.935151454919524,1.870069663122632e-31,True,0,1
A,ws_lag_6h_mean,1,0.31979783455560834,0.5717364106164413,False,0,1
A,ws_lag_6h_mean,2,30.06703879052051,9.213552754452983e-14,True,0,1
A,ws_lag_6h_mean,3,24.115010785444223,1.4437855340974094e-15,True,0,1
A,ws_lag_6h_mean,4,19.57829177013596,4.3083879994015734e-16,True,0,1
A,ws_lag_6h_mean,5,16.606655708526397,2.130585215785e-16,True,0,1
A,ws_lag_9h_mean,1,13.233774232637616,0.0002757395490565636,True,0,1
A,ws_lag_9h_mean,2,18.560694456262706,8.866019188619169e-09,True,0,1
A,ws_lag_9h_mean,3,8.03859838186203,2.3808808998150198e-05,True,0,1
A,ws_lag_9h_mean,4,2.262603309647622,0.05989635997321408,False,0,1
A,ws_lag_9h_mean,5,0.6253659631638822,0.68044147296604,False,0,1
A,ws_lag_12h_mean,1,1.2786772963146795,0.258160608551059,False,0,1
A,ws_lag_12h_mean,2,0.689681643640376,0.501749411371339,False,0,1
A,ws_lag_12h_mean,3,0.8555290306356628,0.46339774333314065,False,0,1
A,ws_lag_12h_mean,4,1.5116738345893634,0.19573948590816503,False,0,1
A,ws_lag_12h_mean,5,5.68187087365842,3.055215500103235e-05,True,0,1
A,ws_lag_15h_mean,1,0.4947472963311083,0.48182660979569825,False,0,1
A,ws_lag_15h_mean,2,21.212058212238944,6.293183999468302e-10,True,0,1
A,ws_lag_15h_mean,3,16.605034770273917,9.050031291090274e-11,True,0,1
A,ws_lag_15h_mean,4,16.51416996138417,1.6339697195619316e-13,True,0,1
A,ws_lag_15h_mean,5,13.25226075088572,6.494969202638494e-13,True,0,1
A,ws_lag_18h_mean,1,37.04461774702759,1.1786295567196581e-09,True,0,1
A,ws_lag_18h_mean,2,19.882458533495996,2.3711382935513893e-09,True,0,1
A,ws_lag_18h_mean,3,14.27928530932103,2.731463688345848e-09,True,0,1
A,ws_lag_18h_mean,4,13.222344251669009,9.327050290945378e-11,True,0,1
A,ws_lag_18h_mean,5,13.483571433313893,3.7436292876313547e-13,True,0,1
A,ws_lag_21h_mean,1,12.81918960043005,0.00034401154692696446,True,0,1
A,ws_lag_21h_mean,2,36.32819798096993,1.8011180459232527e-16,True,0,1
A,ws_lag_21h_mean,3,40.64230181997873,3.654236672880298e-26,True,0,1
A,ws_lag_21h_mean,4,39.31610401364072,7.950145166547955e-33,True,0,1
A,ws_lag_21h_mean,5,37.38767033051152,2.8499251823738037e-38,True,0,1
A,ws_lag_24h_mean,1,30.887080819880097,2.774781322797521e-08,True,0,1
A,ws_lag_24h_mean,2,43.026211655242854,2.289692910137441e-19,True,0,1
A,ws_lag_24h_mean,3,31.054075541275676,5.173633508960128e-20,True,0,1
A,ws_lag_24h_mean,4,25.17959469350787,7.947205358825138e-21,True,0,1
A,ws_lag_24h_mean,5,21.81289506449541,7.582386319516143e-22,True,0,1
A,wd_lag_3h_mean,1,16.083132614941412,6.087308374196256e-05,True,0,1
A,wd_lag_3h_mean,2,8.398945114338831,0.00022601283370814198,True,0,1
A,wd_lag_3h_mean,3,7.814173625142481,3.2889635789303776e-05,True,0,1
A,wd_lag_3h_mean,4,8.051034186359825,1.760690512854864e-06,True,0,1
A,wd_lag_3h_mean,5,8.552524351209994,4.222345295122048e-08,True,0,1
A,wd_lag_6h_mean,1,0.4450391738238731,0.5047090263661189,False,0,1
A,wd_lag_6h_mean,2,10.597470988573315,2.5139736065419984e-05,True,0,1
A,wd_lag_6h_mean,3,11.15332862556383,2.614809260689193e-07,True,0,1
A,wd_lag_6h_mean,4,8.075476350194963,1.681628483955864e-06,True,0,1
A,wd_lag_6h_mean,5,7.042520770735856,1.3850310211779013e-06,True,0,1
A,wd_lag_9h_mean,1,21.741008387314615,3.1435247473293986e-06,True,0,1
A,wd_lag_9h_mean,2,11.030207603076454,1.6317664639101852e-05,True,0,1
A,wd_lag_9h_mean,3,8.224181897837571,1.8221949995971033e-05,True,0,1
A,wd_lag_9h_mean,4,5.084824104243459,0.00043005410011755636,True,0,1
A,wd_lag_9h_mean,5,3.039559790747657,0.009570702253704154,True,0,1
A,wd_lag_12h_mean,1,0.07709210967370686,0.7812807486102554,False,0,1
A,wd_lag_12h_mean,2,2.9586974243589594,0.05191241461688341,False,0,1
A,wd_lag_12h_mean,3,1.989903916335933,0.11313491731369572,False,0,1
A,wd_lag_12h_mean,4,1.3170449058232598,0.26091702764126423,False,0,1
A,wd_lag_12h_mean,5,2.3303757481101086,0.03992704875180629,True,0,1
A,wd_lag_15h_mean,1,2.9089559538223577,0.08810662882494942,False,0,1
A,wd_lag_15h_mean,2,1.8578899980514738,0.1560322208752262,False,0,1
A,wd_lag_15h_mean,3,2.0619976268147764,0.10294496053191356,False,0,1
A,wd_lag_15h_mean,4,2.3770043174841673,0.04962457078446102,True,0,1
A,wd_lag_15h_mean,5,1.9332886995730933,0.08531591651649516,False,0,1
A,wd_lag_18h_mean,1,0.14591938064025334,0.7024704886004763,False,0,1
A,wd_lag_18h_mean,2,3.6684207282301577,0.025536366888365185,True,0,1
A,wd_lag_18h_mean,3,2.2198319740009103,0.0836199175399688,False,0,1
A,wd_lag_18h_mean,4,1.5299450961714003,0.19043150784635016,False,0,1
A,wd_lag_18h_mean,5,1.1893837079728897,0.3114677002065523,False,0,1
A,wd_lag_21h_mean,1,3.4978713937707737,0.06146444714558932,False,0,1
A,wd_lag_21h_mean,2,1.9370976309346064,0.14415255471622096,False,0,1
A,wd_lag_21h_mean,3,1.407579814748043,0.2384336894947459,False,0,1
A,wd_lag_21h_mean,4,1.0515835671641034,0.37883521022131167,False,0,1
A,wd_lag_21h_mean,5,1.2487409749381875,0.2832754286769316,False,0,1
A,wd_lag_24h_mean,1,0.5050488115407592,0.477299554413703,False,0,1
A,wd_lag_24h_mean,2,3.708576010409356,0.02453168388593189,True,0,1
A,wd_lag_24h_mean,3,2.4060613241755178,0.06529650895926105,False,0,1
A,wd_lag_24h_mean,4,2.946623584429383,0.019038437011903,True,0,1
A,wd_lag_24h_mean,5,2.173827693792504,0.05408808083194037,False,0,1
A,rn_hr1_lag_3h_mean,1,0.17131956846744403,0.6789467873354045,False,0,1
A,rn_hr1_lag_3h_mean,2,0.8762571619966335,0.41635654283911994,False,0,1
A,rn_hr1_lag_3h_mean,3,0.4625176965299302,0.7084585391798255,False,0,1
A,rn_hr1_lag_3h_mean,4,1.0241584714544125,0.39311821766505417,False,0,1
A,rn_hr1_lag_3h_mean,5,0.9381047467164536,0.45483273503114907,False,0,1
A,rn_hr1_lag_6h_mean,1,0.0019848889232876397,0.9644648376161398,False,0,1
A,rn_hr1_lag_6h_mean,2,0.31781732509645266,0.7277399141970728,False,0,1
A,rn_hr1_lag_6h_mean,3,0.20759568573309256,0.8911950062012906,False,0,1
A,rn_hr1_lag_6h_mean,4,0.9334070810680677,0.44328047084094635,False,0,1
A,rn_hr1_lag_6h_mean,5,0.9471240251878265,0.4490198334576846,False,0,1
A,rn_hr1_lag_9h_mean,1,0.07967815840182263,0.7777373720288548,False,0,1
A,rn_hr1_lag_9h_mean,2,0.19221081386413555,0.8251346423529742,False,0,1
A,rn_hr1_lag_9h_mean,3,0.16462901464077584,0.9202307702891805,False,0,1
A,rn_hr1_lag_9h_mean,4,0.19081069608070797,0.9433033273726075,False,0,1
A,rn_hr1_lag_9h_mean,5,0.6723902843920202,0.6443764259062967,False,0,1
A,rn_hr1_lag_12h_mean,1,0.8610399238225684,0.35346063535589556,False,0,1
A,rn_hr1_lag_12h_mean,2,0.9654748086552892,0.38082263112833636,False,0,1
A,rn_hr1_lag_12h_mean,3,0.7696946526894892,0.5107994004350628,False,0,1
A,rn_hr1_lag_12h_mean,4,0.6546510901781685,0.6235391882699117,False,0,1
A,rn_hr1_lag_12h_mean,5,0.45616107619814017,0.809075012977697,False,0,1
A,rn_hr1_lag_15h_mean,1,0.47219408576750743,0.49198862045951497,False,0,1
A,rn_hr1_lag_15h_mean,2,0.6069903476531487,0.5450001051033748,False,0,1
A,rn_hr1_lag_15h_mean,3,0.37196986866701753,0.7732357879005387,False,0,1
A,rn_hr1_lag_15h_mean,4,0.3488669048098452,0.8449781956695778,False,0,1
A,rn_hr1_lag_15h_mean,5,0.4116236943156886,0.8410384417554713,False,0,1
A,rn_hr1_lag_18h_mean,1,0.0016501877905099563,0.9675973072486342,False,0,1
