branch_id,feature,lag,p_value,f_statistic,is_significant
A,ta_chi,10,6.975746278654631e-233,1113.3539448590475,True
A,ta_chi,11,5.185190795443314e-237,1137.3235266256527,True
A,ta_chi,12,2.217803575194345e-230,1111.2400173899073,True
A,HDD_18,1,1.1278594354008008e-166,757.133852174086,True
A,HDD_18,2,0.0,2029.5038932694765,True
A,HDD_18,3,0.0,2012.9404882861156,True
A,HDD_18,4,0.0,1870.061541832027,True
A,HDD_18,5,0.0,1740.1507535818264,True
A,HDD_18,6,0.0,1627.3905966920754,True
A,HDD_18,7,0.0,1566.0167175881459,True
A,HDD_18,8,0.0,1667.2348681305034,True
A,HDD_18,9,0.0,1802.6280883833401,True
A,HDD_18,10,0.0,2000.3721048544212,True
A,HDD_18,11,0.0,2087.3808132667864,True
A,HDD_18,12,0.0,2039.054756587666,True
A,HDD_20,1,3.1394415442502053e-155,704.5013870757633,True
A,HDD_20,2,0.0,1914.862891681433,True
A,HDD_20,3,0.0,1897.4313207728878,True
A,HDD_20,4,0.0,1754.689214667617,True
A,HDD_20,5,0.0,1632.065255708324,True
A,HDD_20,6,0.0,1521.3375618367108,True
A,HDD_20,7,0.0,1468.7813560230811,True
A,HDD_20,8,0.0,1555.9924421811124,True
A,HDD_20,9,0.0,1661.7590898101573,True
A,HDD_20,10,0.0,1826.467856277325,True
A,HDD_20,11,0.0,1893.6179900252682,True
A,HDD_20,12,0.0,1850.3458020886083,True
A,wind_chill,1,4.9721781103838e-114,515.0819123551612,True
A,wind_chill,2,1.7154950238764176e-279,1283.7630785254214,True
A,wind_chill,3,1.462328100008202e-289,1336.8821312931348,True
A,wind_chill,4,8.7558242037926e-257,1191.9730887432725,True
A,wind_chill,5,1.6138897610283007e-227,1062.678818411104,True
A,wind_chill,6,4.553052388031274e-200,941.2408540311642,True
A,wind_chill,7,1.4115135277854186e-188,893.2002426245747,True
A,wind_chill,8,3.832231721320248e-195,928.5938549586033,True
A,wind_chill,9,1.0443342439208175e-208,996.3720533140571,True
A,wind_chill,10,2.4716874890282873e-225,1078.33243843674,True
A,wind_chill,11,7.712939563048173e-234,1122.596740335591,True
A,wind_chill,12,2.1034630985578336e-225,1088.1100735118061,True
A,DCI,1,2.3536245075597198e-82,369.5428170077463,True
A,DCI,2,5.149957352236835e-258,1184.855931117883,True
A,DCI,3,2.1518222573114513e-255,1179.4086466908702,True
A,DCI,4,1.7125073074860383e-231,1075.2965214073554,True
A,DCI,5,5.902675989986423e-209,976.94036528611,True
A,DCI,6,1.3930855792940893e-186,878.8633495868474,True
A,DCI,7,1.1983976143367652e-173,824.0480752541478,True
A,DCI,8,1.2569109831934013e-184,879.8437179871324,True
A,DCI,9,4.1377192879349976e-196,937.9342729222532,True
A,DCI,10,9.326892102346448e-220,1052.456642447634,True
A,DCI,11,6.096551455955943e-226,1085.9273834498501,True
A,DCI,12,1.3434892341060827e-219,1061.1250260936624,True
A,hour_sin,1,1.0138402319431329e-20,87.13454793181992,True
A,hour_sin,2,4.841246981223327e-09,38.29218701730586,True
A,hour_sin,3,9.774054753765565e-09,40.176818263977744,True
A,hour_sin,4,2.1314824300832954e-10,51.09597429374063,True
A,hour_sin,5,9.397981019358577e-13,65.36860747274659,True
A,hour_sin,6,3.18451531697114e-16,85.07539178896883,True
A,hour_sin,7,1.3679758795405923e-21,113.98254611469136,True
A,hour_sin,8,1.449579025516014e-28,150.62891320873615,True
A,hour_sin,9,4.52813781161867e-36,189.80221588913957,True
A,hour_sin,10,6.175183725017654e-42,221.13808731622171,True
A,hour_sin,11,1.896507146399525e-43,231.6748847650822,True
A,hour_sin,12,2.93667235400147e-41,224.3744621852436,True
A,hour_cos,1,0.2719485398125368,1.2068919405939849,False
A,hour_cos,2,4.84124698118745e-09,38.29218701732068,True
A,hour_cos,3,9.774054753775693e-09,40.17681826397562,True
A,hour_cos,4,2.1314824301147308e-10,51.09597429370998,True
A,hour_cos,5,9.397981019419685e-13,65.36860747273298,True
A,hour_cos,6,3.184515317014121e-16,85.07539178894054,True
A,hour_cos,7,1.3679758795438329e-21,113.98254611468641,True
A,hour_cos,8,1.4495790255124608e-28,150.62891320874127,True
A,hour_cos,9,4.52813781161867e-36,189.80221588913957,True
A,hour_cos,10,6.175183724969538e-42,221.1380873162379,True
A,hour_cos,11,1.8965071463872287e-43,231.6748847650957,True
A,hour_cos,12,2.9366723540090976e-41,224.37446218523817,True
A,month_sin,1,9.391622084738901e-05,15.255232287934414,True
A,month_sin,2,1.6905834781270768e-10,45.00155441452412,True
A,month_sin,3,3.449634222046821e-09,42.3091139941171,True
A,month_sin,4,1.1294620557136126e-05,28.212591171237744,True
A,month_sin,5,0.003021719944470867,17.9406451626668,True
A,month_sin,6,0.08681064411661966,11.051075726347856,False
A,month_sin,7,0.24848505127104334,9.058474429709504,False
A,month_sin,8,0.5368538468484347,6.997950160719116,False
A,month_sin,9,0.7166707344621899,6.230252908127625,False
A,month_sin,10,0.6703551256987115,7.574146788477349,False
A,month_sin,11,0.40397502332000945,11.479928616895169,False
A,month_sin,12,0.4659273458543335,11.750407040396219,False
A,month_cos,1,4.269194743127853e-19,79.74068081005886,True
A,month_cos,2,4.316502167166952e-40,181.28191665800546,True
A,month_cos,3,2.9101940838254542e-37,172.96784453543575,True
A,month_cos,4,3.5984407736314555e-26,125.48309677109427,True
A,month_cos,5,2.610274927713174e-18,91.95410160200896,True
A,month_cos,6,9.318580495550484e-13,68.25442191445826,True
A,month_cos,7,1.178665515884962e-08,50.44969846057131,True
A,month_cos,8,2.1926214501731074e-06,40.88263740740645,True
A,month_cos,9,4.9330108894354244e-05,35.46430352492657,True
A,month_cos,10,0.00020046115756568308,33.78984631441515,True
A,month_cos,11,0.0005319971264474803,32.97043812048737,True
A,month_cos,12,0.0003821217367132269,35.55322314373534,True
A,dayofweek_sin,1,0.4413256102658215,0.5928332366851551,False
A,dayofweek_sin,2,0.030589671662958933,6.974185708706527,True
A,dayofweek_sin,3,0.03111851926841522,8.866571052041106,True
A,dayofweek_sin,4,0.04876226777950161,9.548395609930132,True
A,dayofweek_sin,5,0.062497576893330804,10.48942092841288,False
A,dayofweek_sin,6,0.05334912651203454,12.413795878940071,False
A,dayofweek_sin,7,0.016468464071954323,17.147658708480435,True
A,dayofweek_sin,8,0.0007659463164443308,26.798356178935947,True
A,dayofweek_sin,9,0.0008720373048727919,28.232863919546226,True
A,dayofweek_sin,10,0.0011251940737606126,29.27328936667089,True
A,dayofweek_sin,11,0.0012971359894919773,30.551876859118973,True
A,dayofweek_sin,12,0.002409066165848208,30.424855556954554,True
A,dayofweek_cos,1,0.2885446767475867,1.1263993147138045,False
A,dayofweek_cos,2,0.2764945678459185,2.5711282086792244,False
A,dayofweek_cos,3,0.4346684333188503,2.73288081499482,False
A,dayofweek_cos,4,0.6008063402653951,2.7482036070176528,False
A,dayofweek_cos,5,0.5839080992713475,3.763737497763301,False
A,dayofweek_cos,6,0.6522772274398931,4.1804065424186945,False
A,dayofweek_cos,7,0.04795861880334655,14.186700083173244,True
A,dayofweek_cos,8,1.341853091667607e-18,102.4574642666696,True
A,dayofweek_cos,9,7.162129724386765e-26,140.76757290530875,True
A,dayofweek_cos,10,5.822286830883455e-28,153.91667549006087,True
A,dayofweek_cos,11,1.1703483645552375e-31,174.87264113022746,True
A,dayofweek_cos,12,3.1599851469204476e-31,175.75959480509016,True
A,hour_squared,1,4.705267835843196e-06,20.953665056972717,True
A,hour_squared,2,1.1637387035457534e-117,538.5016360753675,True
A,hour_squared,3,2.1924462526892445e-120,556.9248155279183,True
A,hour_squared,4,1.5214848227725095e-124,581.5537082561182,True
A,hour_squared,5,5.208932381766912e-117,551.8058067001177,True
A,hour_squared,6,3.4992095620840666e-95,455.328859577308,True
A,hour_squared,7,3.5843949542479335e-74,361.84549130528507,True
A,hour_squared,8,5.909938335012147e-112,542.2802549586075,True
A,hour_squared,9,2.6637711088301156e-135,655.3970848648248,True
A,hour_squared,10,9.656523479865855e-147,713.1029714452525,True
A,hour_squared,11,5.019944523512709e-180,872.5129295583018,True
A,hour_squared,12,4.959847849008197e-178,867.692592007451,True
A,month_day_interaction,1,0.7447375673902566,0.10600627654074762,False
A,month_day_interaction,2,0.46285371072894244,1.5406884687407174,False
A,month_day_interaction,3,0.6129224319902356,1.8092576984459543,False
A,month_day_interaction,4,0.9337724331147533,0.8344381270800624,False
A,month_day_interaction,5,0.9772022378562694,0.7973472184229669,False
A,month_day_interaction,6,0.9990325398626434,0.3766833434414595,False
A,month_day_interaction,7,0.9954915532698805,0.9570765815462895,False
A,month_day_interaction,8,0.9924096911210019,1.5177169426551653,False
A,month_day_interaction,9,0.9940889850729474,1.813191038479424,False
A,month_day_interaction,10,0.9829706835891603,2.9323877291179015,False
A,month_day_interaction,11,0.9641710413675799,4.185559280554176,False
A,month_day_interaction,12,0.9770556714779572,4.31511868382559,False
A,ta_squared,1,6.156843656131908e-14,56.320554174521995,True
A,ta_squared,2,3.438796189690013e-39,177.13139432297004,True
A,ta_squared,3,1.4381456493354961e-37,174.38564607560483,True
A,ta_squared,4,5.926309900522097e-34,161.8283266585704,True
A,ta_squared,5,8.781295111986132e-38,183.6744838490868,True
A,ta_squared,6,5.667444274837297e-38,188.3640820289257,True
A,ta_squared,7,3.8003681904485514e-37,188.09135833231275,True
A,ta_squared,8,1.2759329474838557e-32,170.02224874940478,True
A,ta_squared,9,2.897792099641688e-28,152.33262279762332,True
A,ta_squared,10,3.7784327981985833e-26,145.10600640707207,True
A,ta_squared,11,2.0536635527716492e-25,144.41719693986812,True
A,ta_squared,12,7.543685544537833e-25,144.45219986176537,True
A,ta_cubed,1,1.2369071598837316e-11,45.911925108884674,True
A,ta_cubed,2,1.1029169912945299e-26,119.53850787523673,True
A,ta_cubed,3,6.4351490175690545e-25,115.72238010128197,True
A,ta_cubed,4,3.9573539702155964e-20,97.15941576406154,True
A,ta_cubed,5,1.2040616560268576e-19,98.30290537613715,True
A,ta_cubed,6,4.5703027230403035e-18,93.95125117429035,True
A,ta_cubed,7,3.518026822979523e-18,97.5125212771116,True
A,ta_cubed,8,5.891330570529307e-17,94.41298887983628,True
A,ta_cubed,9,6.794959045600746e-15,86.90303536708706,True
A,ta_cubed,10,3.1015612170278824e-14,86.1455622490857,True
A,ta_cubed,11,7.770173183803308e-14,86.58147519598288,True
A,ta_cubed,12,1.492459860473896e-13,87.51431747248394,True
A,hm_ta_interaction,1,8.93639440321029e-56,247.53811918311598,True
A,hm_ta_interaction,2,6.285329087684323e-122,558.1543262875864,True
A,hm_ta_interaction,3,2.078450645820514e-120,557.0317973101388,True
A,hm_ta_interaction,4,4.868577980086327e-95,445.14503552307673,True
A,hm_ta_interaction,5,5.2087042879581495e-77,366.37596906584184,True
A,hm_ta_interaction,6,1.1357795287307611e-65,317.99585079992,True
A,hm_ta_interaction,7,1.0997026021061156e-61,303.4669883470746,True
A,hm_ta_interaction,8,4.867536766826796e-60,299.6586749817637,True
A,hm_ta_interaction,9,5.908373158616274e-63,317.1739773250574,True
A,hm_ta_interaction,10,2.370732821594953e-72,365.1920077749874,True
A,hm_ta_interaction,11,9.852735631355117e-77,389.60126504431116,True
A,hm_ta_interaction,12,1.2819897677926385e-74,383.32061362924446,True
A,day_of_year,1,0.14548026049632687,2.1190131123361664,False
A,day_of_year,2,0.0010024624670006608,13.810591677770518,True
A,day_of_year,3,0.0036108430720036976,13.535416262100311,True
A,day_of_year,4,0.030671515591589378,10.659337596426901,True
A,day_of_year,5,0.13641604731759333,8.381704517041458,False
A,day_of_year,6,0.2896112128057075,7.350900204409327,False
A,day_of_year,7,0.40599647670273753,7.223397603363023,False
A,day_of_year,8,0.45108416309976174,7.821639900575777,False
A,day_of_year,9,0.2147796563641373,11.973989013824587,False
A,day_of_year,10,0.28761564971930137,11.961882758895568,False
A,day_of_year,11,0.3460536092543892,12.237567575464894,False
A,day_of_year,12,0.4622996580507296,11.794769691901886,False
A,day_of_year_sin,1,0.08272567148902578,3.0105215105048933,False
A,day_of_year_sin,2,2.6762230997476658e-08,34.87254846910655,True
A,day_of_year_sin,3,3.537919476542495e-08,37.53938709261776,True
A,day_of_year_sin,4,2.593642270512995e-07,36.231067544191085,True
A,day_of_year_sin,5,1.9695002266063173e-09,49.25365318342935,True
A,day_of_year_sin,6,0.0007298552170521979,23.207574343676235,True
A,day_of_year_sin,7,1.603179801958835e-06,39.45073557538748,True
A,day_of_year_sin,8,5.3641634720516776e-21,114.13711934128104,True
A,day_of_year_sin,9,3.77168799107524e-27,146.95201395128424,True
A,day_of_year_sin,10,4.8058784797635906e-35,188.12269503427518,True
A,day_of_year_sin,11,3.1373102511095532e-55,287.8693057461787,True
A,day_of_year_sin,12,3.714910380939996e-53,281.41291442253066,True
A,day_of_year_cos,1,2.8867668157354666e-36,158.13834629070718,True
A,day_of_year_cos,2,5.961178652476195e-86,392.4740995509602,True
A,day_of_year_cos,3,7.642184973046116e-83,383.66513841165903,True
A,day_of_year_cos,4,3.1521945163753796e-61,288.57662383359457,True
A,day_of_year_cos,5,2.5888895700318928e-45,218.87423470151904,True
A,day_of_year_cos,6,1.9186985568764622e-34,171.74421065004393,True
A,day_of_year_cos,7,4.993931920858117e-25,130.47806874759348,True
A,day_of_year_cos,8,7.106224471483967e-25,132.89313944082173,True
A,day_of_year_cos,9,1.997036950754658e-25,138.6101553938191,True
A,day_of_year_cos,10,3.3563932027703174e-27,150.22137000831384,True
A,day_of_year_cos,11,2.893408240728622e-29,163.2400599495785,True
A,day_of_year_cos,12,2.56800503023773e-29,166.42501463381524,True
A,ta_lag_3h_mean,1,0.1167425066871189,2.4604880076351723,False
A,ta_lag_3h_mean,2,3.0646218591672845e-96,439.85648947899136,True
A,ta_lag_3h_mean,3,1.070509884109588e-222,1028.6979189632002,True
A,ta_lag_3h_mean,4,4.989383820322309e-235,1091.608550716105,True
A,ta_lag_3h_mean,5,8.976675568282378e-221,1031.5267441760902,True
A,ta_lag_3h_mean,6,9.175578746017164e-196,921.3333531407477,True
A,ta_lag_3h_mean,7,1.3760835520860198e-157,749.6167122651078,True
A,ta_lag_3h_mean,8,1.8848878971508963e-133,642.2864141722982,True
A,ta_lag_3h_mean,9,7.36639741661312e-108,527.508792837452,True
A,ta_lag_3h_mean,10,3.106190576447726e-91,453.8804854187651,True
A,ta_lag_3h_mean,11,2.1457838290365035e-90,453.8848214424651,True
A,ta_lag_3h_mean,12,3.316175663629149e-102,513.2705030229477,True
A,ta_lag_6h_mean,1,4.631960154704478e-35,152.62254944785104,True
A,ta_lag_6h_mean,2,1.0873447502062483e-255,1174.1509199962459,True
A,ta_lag_6h_mean,3,4.797188286683283e-252,1163.976557745913,True
A,ta_lag_6h_mean,4,3.232961508562665e-209,972.5113496556876,True
A,ta_lag_6h_mean,5,1.5348263548009415e-181,850.2738898329848,True
A,ta_lag_6h_mean,6,1.652367315019154e-148,702.632608741813,True
A,ta_lag_6h_mean,7,1.0744259992817238e-107,518.011261545552,True
A,ta_lag_6h_mean,8,4.463499611177706e-78,384.2074151103253,True
A,ta_lag_6h_mean,9,3.7511750910346235e-72,360.41847651140625,True
A,ta_lag_6h_mean,10,4.440017394692456e-74,373.3226230973533,True
A,ta_lag_6h_mean,11,9.242891917446334e-83,417.9898991852083,True
A,ta_lag_6h_mean,12,9.691509860748835e-88,445.23731780611297,True
A,ta_lag_9h_mean,1,2.2024591263432038e-138,627.0385688888467,True
A,ta_lag_9h_mean,2,1.9404790712101744e-230,1057.8632730042364,True
A,ta_lag_9h_mean,3,3.6640538019727175e-247,1141.470135105028,True
A,ta_lag_9h_mean,4,6.198333108138312e-193,897.3663716976886,True
A,ta_lag_9h_mean,5,1.4023058165390657e-158,744.1365776905857,True
A,ta_lag_9h_mean,6,9.733721834756587e-127,601.7592619972075,True
A,ta_lag_9h_mean,7,8.165534978162298e-104,499.9628620393545,True
A,ta_lag_9h_mean,8,1.7294904874402879e-93,456.2068100116984,True
A,ta_lag_9h_mean,9,1.7344904588809102e-78,390.1439758862004,True
A,ta_lag_9h_mean,10,1.5667043145138073e-71,361.3307238988668,True
A,ta_lag_9h_mean,11,2.4784054531360056e-70,359.4031636396537,True
A,ta_lag_9h_mean,12,9.64299221329843e-73,374.44684442546287,True
A,ta_lag_12h_mean,1,5.62136767727826e-75,335.66101483810075,True
A,ta_lag_12h_mean,2,3.3185383326405797e-174,798.9005635124637,True
A,ta_lag_12h_mean,3,4.7845332718509145e-278,1283.8140987715108,True
A,ta_lag_12h_mean,4,1.5116297874254918e-253,1177.0402980571164,True
A,ta_lag_12h_mean,5,2.5898842353755286e-199,932.3965395326791,True
A,ta_lag_12h_mean,6,9.312366489002516e-158,745.4620683652325,True
A,ta_lag_12h_mean,7,8.283718595231279e-107,513.8864325263836,True
A,ta_lag_12h_mean,8,4.675776560001408e-67,332.59698581875205,True
A,ta_lag_12h_mean,9,7.366707025962421e-50,255.35889798969072,True
A,ta_lag_12h_mean,10,5.222926463823413e-69,349.446186354855,True
A,ta_lag_12h_mean,11,1.979392421349251e-124,613.3210351761433,True
A,ta_lag_12h_mean,12,8.638174430453724e-150,735.9962248456246,True
A,ta_lag_15h_mean,1,2.0777604315024e-27,117.64113846463901,True
A,ta_lag_15h_mean,2,5.3135937418821995e-138,632.1729488785869,True
A,ta_lag_15h_mean,3,4.453834204521835e-219,1012.0148291755563,True
A,ta_lag_15h_mean,4,2.4634562701298213e-199,926.907460190191,True
A,ta_lag_15h_mean,5,2.3416307506063873e-158,743.1069757239943,True
A,ta_lag_15h_mean,6,2.4465677574440997e-115,548.892501181478,True
A,ta_lag_15h_mean,7,2.1890817916128588e-92,446.77367773735136,True
A,ta_lag_15h_mean,8,3.6941767612760926e-109,529.2592184695136,True
A,ta_lag_15h_mean,9,3.700655971026561e-123,598.8478993152281,True
A,ta_lag_15h_mean,10,7.712265639701822e-132,643.6578285487064,True
A,ta_lag_15h_mean,11,8.788285302919347e-138,675.6809207503204,True
A,ta_lag_15h_mean,12,3.309439257813437e-129,639.8100606320478,True
A,ta_lag_18h_mean,1,6.444767483514331e-76,339.98008720888544,True
A,ta_lag_18h_mean,2,1.2893437238391327e-225,1035.6550251518988,True
A,ta_lag_18h_mean,3,1.045917734187184e-221,1024.1347924148429,True
A,ta_lag_18h_mean,4,5.543640334026903e-189,879.1279737708102,True
A,ta_lag_18h_mean,5,9.917412239760712e-186,869.6353807936614,True
A,ta_lag_18h_mean,6,1.0542179369626904e-169,800.7615231122757,True
A,ta_lag_18h_mean,7,3.062757377192977e-144,687.7196500626823,True
A,ta_lag_18h_mean,8,2.8509260622589797e-126,608.9034516877558,True
A,ta_lag_18h_mean,9,3.8975250181740245e-121,589.4232292109376,True
A,ta_lag_18h_mean,10,2.0187107665111387e-128,627.7178773540794,True
A,ta_lag_18h_mean,11,6.903656362171619e-138,676.1701523701428,True
A,ta_lag_18h_mean,12,3.486193799340746e-136,672.4380440102118,True
A,ta_lag_21h_mean,1,1.615664283922628e-122,554.0987513532498,True
A,ta_lag_21h_mean,2,5.832169377700137e-253,1161.581278980787,True
A,ta_lag_21h_mean,3,1.5495228872115917e-276,1276.853212907155,True
A,ta_lag_21h_mean,4,3.3011304831980244e-228,1060.1400602363512,True
A,ta_lag_21h_mean,5,3.1791178153925506e-195,913.5046012483725,True
A,ta_lag_21h_mean,6,1.2483665792018147e-161,763.3914079859823,True
A,ta_lag_21h_mean,7,3.172325553577414e-139,664.4519166557811,True
A,ta_lag_21h_mean,8,1.4168865634046006e-129,624.2663439863104,True
A,ta_lag_21h_mean,9,2.668300164751107e-128,622.8015253680318,True
A,ta_lag_21h_mean,10,5.607616052726662e-143,695.5707304570861,True
A,ta_lag_21h_mean,11,1.4618182308932601e-151,739.9510478408603,True
A,ta_lag_21h_mean,12,2.784266191095604e-146,719.6155021552954,True
A,ta_lag_24h_mean,1,1.547266387304203e-17,72.65102322168943,True
A,ta_lag_24h_mean,2,1.4095346967133614e-137,630.2217961851758,True
A,ta_lag_24h_mean,3,1.3325165077258054e-244,1129.667250632648,True
A,ta_lag_24h_mean,4,1.917437543823084e-238,1107.365317228916,True
A,ta_lag_24h_mean,5,2.0634740162040136e-200,937.472406700214,True
A,ta_lag_24h_mean,6,1.1667319139728534e-205,967.0980635837773,True
A,ta_lag_24h_mean,7,1.2845169771174281e-190,902.651654852627,True
A,ta_lag_24h_mean,8,4.323609215304164e-158,756.7362735953759,True
A,ta_lag_24h_mean,9,1.5545084098607222e-138,670.4482169240721,True
A,ta_lag_24h_mean,10,6.709950721268967e-133,648.6024707735244,True
A,ta_lag_24h_mean,11,2.575360303903237e-142,696.8330717009721,True
A,ta_lag_24h_mean,12,9.508529329624974e-146,717.1245141760062,True
A,hm_lag_3h_mean,1,1.9701227449210377e-63,282.6666650156781,True
A,hm_lag_3h_mean,2,7.85261770041007e-62,281.3988576488064,True
A,hm_lag_3h_mean,3,1.329068442352557e-74,345.6131364583925,True
A,hm_lag_3h_mean,4,1.5889328575202877e-78,368.72175848996307,True
A,hm_lag_3h_mean,5,2.0272465077404465e-84,400.7672262368476,True
A,hm_lag_3h_mean,6,6.434591912122343e-81,389.011525609202,True
A,hm_lag_3h_mean,7,2.5658004280093586e-71,348.5119555206225,True
A,hm_lag_3h_mean,8,1.6509213008288628e-59,297.1662376776125,True
A,hm_lag_3h_mean,9,9.028308044151247e-50,254.94072816258793,True
A,hm_lag_3h_mean,10,1.9249104658848248e-41,218.77923629557682,True
A,hm_lag_3h_mean,11,1.187505008283701e-42,227.857845371292,True
A,hm_lag_3h_mean,12,4.861674208569112e-50,266.51965545257804,True
A,hm_lag_6h_mean,1,1.6111386657346822e-08,31.914453382564265,True
A,hm_lag_6h_mean,2,6.77462046097948e-70,318.5355463298126,True
A,hm_lag_6h_mean,3,1.190990258252643e-74,345.8331555442683,True
A,hm_lag_6h_mean,4,4.1573091668732905e-86,403.82042710161784,True
A,hm_lag_6h_mean,5,4.478582291198174e-91,431.6397246702747,True
A,hm_lag_6h_mean,6,1.96227389200929e-96,461.14141391594876,True
A,hm_lag_6h_mean,7,4.2890403911777013e-78,380.1526691723704,True
A,hm_lag_6h_mean,8,2.3443558682914337e-60,301.14940467359014,True
A,hm_lag_6h_mean,9,4.370014813042798e-54,275.3475109961032,True
A,hm_lag_6h_mean,10,2.872303617711482e-56,289.27266609969126,True
