tm,branch_id,ta,wd,ws,rn_day,rn_hr1,hm,si,ta_chi,heat_demand
2021010308,A,-9.3,322.8,0.5,0.0,0.0,54.8,0.0,-8.6,284
2021010309,A,-8.0,303.8,1.0,0.0,0.0,53.3,0.28,-7.4,279
2021010310,A,-5.4,316.3,1.8,0.0,0.0,39.4,0.86,-8.1,277
2021010311,A,-4.3,124.6,2.0,0.0,0.0,28.5,1.45,-3.9,279
2021010312,A,-3.4,287.4,2.7,0.0,0.0,22.5,1.78,-6.1,285
2021010313,A,-3.1,291.7,2.8,0.0,0.0,24.2,1.62,-5.6,285
2021010314,A,-2.7,98.9,3.1,0.0,0.0,24.1,1.21,-1.9,265
2021010315,A,-2.9,320.3,2.5,0.0,0.0,26.4,0.76,-5.5,258
2021010316,A,-2.7,283.5,1.4,0.0,0.0,29.0,0.48,-4.4,263
2021010317,A,-3.4,300.1,1.8,0.0,0.0,30.5,0.33,-4.7,269
2021010318,A,-4.1,285.7,1.1,0.0,0.0,34.3,0.03,-5.4,302
2021010319,A,-5.7,306.0,0.6,0.0,0.0,40.4,-99.0,-4.1,338
2021010320,A,-6.1,356.3,0.6,0.0,0.0,41.3,-99.0,-4.3,344
2021010321,A,-6.1,15.5,0.7,0.0,0.0,41.8,-99.0,-5.1,354
2021010322,A,-6.6,4.2,0.5,0.0,0.0,45.0,-99.0,-5.5,342
2021010323,A,-6.0,356.0,1.6,0.0,0.0,41.9,-99.0,-8.7,321
2021010400,A,-7.2,360.0,0.0,0.0,0.0,43.0,-99.0,-6.0,302
2021010401,A,-7.7,6.6,0.7,0.0,0.0,43.6,-99.0,-6.5,322
2021010402,A,-7.7,360.0,0.0,0.0,0.0,43.7,-99.0,-6.8,303
2021010403,A,-8.0,360.0,0.0,0.0,0.0,46.3,-99.0,-7.2,298
2021010404,A,-8.2,358.8,0.2,0.0,0.0,47.4,-99.0,-7.4,304
2021010405,A,-8.0,21.2,0.3,0.0,0.0,45.4,-99.0,-7.7,302
2021010406,A,-8.0,85.4,1.0,0.0,0.0,39.3,-99.0,-10.7,310
2021010407,A,-7.7,66.6,2.1,0.0,0.0,40.1,-99.0,-12.1,320
2021010408,A,-7.7,40.9,1.9,0.0,0.0,36.6,0.0,-11.2,368
2021010409,A,-6.7,69.4,2.1,0.0,0.0,34.5,0.2,-9.9,383
2021010410,A,-4.9,121.2,1.0,0.0,0.0,30.8,0.56,-4.8,379
2021010411,A,-3.4,118.0,1.7,0.0,0.0,31.6,1.17,-2.9,355
2021010412,A,-2.2,151.2,1.5,0.0,0.0,34.0,1.59,-1.4,344
2021010413,A,-1.6,74.0,1.9,0.0,0.0,34.7,1.67,-2.3,331
2021010414,A,-0.8,150.2,1.7,0.0,0.0,36.3,1.05,-0.2,316
2021010415,A,-0.8,153.9,0.9,0.0,0.0,34.6,0.58,0.0,302
2021010416,A,-0.4,134.0,1.6,0.0,0.0,39.8,0.39,0.1,283
2021010417,A,-1.1,92.0,0.4,0.0,0.0,46.5,0.2,-0.2,288
2021010418,A,-1.4,145.9,0.5,0.0,0.0,50.0,0.03,-0.7,298
2021010419,A,-0.9,157.3,1.3,0.0,0.0,49.2,-99.0,-0.6,303
2021010420,A,-1.0,141.5,1.0,0.0,0.0,49.0,-99.0,-0.4,316
2021010421,A,-0.8,159.6,1.1,0.0,0.0,53.2,-99.0,-0.3,322
2021010422,A,-1.4,82.3,2.0,0.0,0.0,49.6,-99.0,-0.5,322
2021010423,A,-2.4,85.9,1.6,0.0,0.0,66.8,-99.0,-1.5,292
2021010500,A,-3.0,83.7,1.1,0.0,0.0,72.3,-99.0,-4.6,278
2021010501,A,-3.2,133.3,0.2,0.0,0.0,75.2,-99.0,-2.6,268
2021010502,A,-3.0,52.7,0.8,0.0,0.0,75.7,-99.0,-2.3,261
2021010503,A,-3.2,294.6,0.2,0.0,0.0,74.8,-99.0,-2.4,258
2021010504,A,-3.6,306.1,1.5,0.0,0.0,77.2,-99.0,-5.2,258
2021010505,A,-4.8,291.8,1.1,0.0,0.0,84.3,-99.0,-6.5,256
2021010506,A,-4.7,326.1,1.6,0.0,0.0,78.0,-99.0,-7.3,277
2021010507,A,-5.4,321.5,1.8,0.0,0.0,75.6,-99.0,-8.2,311
2021010508,A,-6.1,304.0,2.2,0.0,0.0,77.1,0.01,-9.3,346
2021010509,A,-6.3,324.3,2.2,0.0,0.0,65.3,0.28,-9.7,365
2021010510,A,-5.5,342.0,3.2,0.0,0.0,38.8,0.82,-9.1,353
2021010511,A,-4.9,144.5,3.8,0.0,0.0,26.1,1.45,-6.5,338
2021010512,A,-4.0,122.6,3.8,0.0,0.0,26.1,1.82,-4.1,329
2021010513,A,-4.3,132.5,4.0,0.0,0.0,26.1,1.98,-3.7,334
2021010514,A,-4.0,130.0,3.2,0.0,0.0,28.3,1.69,-3.8,316
2021010515,A,-4.3,126.8,2.8,0.0,0.0,27.5,0.74,-3.6,303
2021010516,A,-4.3,134.1,3.0,0.0,0.0,26.6,1.15,-3.5,286
2021010517,A,-5.4,126.9,3.4,0.0,0.0,27.0,0.48,-4.3,285
2021010518,A,-6.3,324.1,2.6,0.0,0.0,26.9,0.04,-9.3,309
2021010519,A,-6.9,330.9,1.7,0.0,0.0,34.0,-99.0,-9.5,335
2021010520,A,-7.5,338.0,2.0,0.0,0.0,35.6,-99.0,-11.2,350
2021010521,A,-8.2,327.7,2.0,0.0,0.0,37.8,-99.0,-12.1,356
2021010522,A,-9.0,344.3,2.1,0.0,0.0,45.1,-99.0,-12.6,360
2021010523,A,-9.8,322.3,1.4,0.0,0.0,49.9,-99.0,-9.0,339
2021010600,A,-11.2,13.4,0.5,0.0,0.0,55.1,-99.0,-9.4,312
2021010601,A,-10.7,297.6,1.3,0.0,0.0,53.4,-99.0,-13.1,322
2021010602,A,-11.7,326.8,0.9,0.0,0.0,57.2,-99.0,-10.3,307
2021010603,A,-12.2,300.8,0.9,0.0,0.0,63.9,-99.0,-13.6,309
2021010604,A,-12.6,341.8,0.6,0.0,0.0,61.4,-99.0,-10.9,325
2021010605,A,-13.0,35.9,0.9,0.0,0.0,65.6,-99.0,-11.4,323
2021010606,A,-13.1,33.7,1.0,0.0,0.0,62.9,-99.0,-11.3,325
2021010607,A,-12.2,65.2,1.2,0.0,0.0,57.7,-99.0,-11.6,337
2021010608,A,-12.3,20.3,0.8,0.0,0.0,60.0,0.0,-11.5,351
2021010609,A,-11.2,329.3,0.2,0.0,0.0,58.3,0.32,-10.3,358
2021010610,A,-8.3,293.9,0.9,0.0,0.0,44.4,0.84,-8.0,351
2021010611,A,-7.7,112.9,3.0,0.0,0.0,40.0,1.5,-6.8,339
2021010612,A,-6.5,114.9,2.0,0.0,0.0,30.7,1.89,-5.7,325
2021010613,A,-4.8,108.5,1.3,0.0,0.0,23.6,2.04,-4.5,320
2021010614,A,-3.6,111.6,1.6,0.0,0.0,22.4,1.95,-3.6,304
2021010615,A,-4.0,20.1,1.3,0.0,0.0,20.6,1.64,-2.8,285
2021010616,A,-3.6,154.7,1.5,0.0,0.0,18.3,1.13,-4.4,283
2021010617,A,-4.3,175.8,2.5,0.0,0.0,21.9,0.44,-6.6,301
2021010618,A,-4.1,165.0,2.6,0.0,0.0,22.2,0.03,-7.1,330
2021010619,A,-5.6,174.3,3.4,0.0,0.0,65.5,-99.0,-8.9,352
2021010620,A,-6.5,137.0,1.9,0.0,0.0,90.5,-99.0,-8.7,367
2021010621,A,-5.7,296.4,0.8,0.0,0.0,91.8,-99.0,-4.7,372
2021010622,A,-5.2,297.4,2.4,0.5,0.5,70.7,-99.0,-8.1,363
2021010623,A,-6.1,134.9,2.9,0.5,0.0,71.7,-99.0,-5.4,344
2021010700,A,-9.3,309.7,5.6,1.0,0.5,68.0,-99.0,-15.6,331
2021010701,A,-10.6,297.9,4.1,0.0,0.0,71.2,-99.0,-16.0,368
2021010702,A,-12.3,325.4,5.0,0.0,0.0,51.7,-99.0,-18.8,342
2021010703,A,-13.9,324.2,4.8,0.0,0.0,52.1,-99.0,-20.8,337
2021010704,A,-14.9,320.6,4.6,0.0,0.0,57.3,-99.0,-21.4,342
2021010705,A,-15.5,305.7,5.1,0.0,0.0,51.0,-99.0,-22.8,345
2021010706,A,-16.0,312.8,4.3,0.0,0.0,55.5,-99.0,-23.5,356
2021010707,A,-16.6,300.3,4.1,0.0,0.0,52.7,-99.0,-23.8,397
2021010708,A,-16.8,309.4,4.3,0.0,0.0,49.9,0.01,-23.9,421
2021010709,A,-16.7,303.7,4.4,0.0,0.0,48.6,0.31,-22.9,418
2021010710,A,-15.6,302.5,3.6,0.0,0.0,45.8,0.92,-22.6,413
2021010711,A,-15.0,319.8,4.3,0.0,0.0,44.7,-99.0,-21.9,394
2021010712,A,-14.0,311.0,2.9,0.0,0.0,39.9,-99.0,-20.0,374
2021010713,A,-13.2,311.0,3.7,0.0,0.0,38.4,-99.0,-19.5,362
2021010714,A,-12.6,291.7,2.9,0.0,0.0,38.3,2.03,-19.1,352
2021010715,A,-12.6,290.1,3.1,0.0,0.0,36.4,1.72,-18.9,337
2021010716,A,-12.7,288.4,2.7,0.0,0.0,36.5,1.2,-18.3,329
2021010717,A,-13.5,303.0,3.7,0.0,0.0,37.4,0.53,-19.6,355
2021010718,A,-14.0,310.3,2.3,0.0,0.0,43.7,0.06,-18.4,383
2021010719,A,-14.6,313.3,1.4,0.0,0.0,47.1,-99.0,-18.2,393
2021010720,A,-14.8,296.5,2.0,0.0,0.0,45.4,-99.0,-18.8,410
2021010721,A,-15.3,300.6,2.6,0.0,0.0,49.0,-99.0,-20.5,420
2021010722,A,-15.5,311.4,4.6,0.0,0.0,50.4,-99.0,-21.9,416
2021010723,A,-15.9,330.7,2.7,0.0,0.0,52.5,-99.0,-21.5,404
2021010800,A,-16.5,328.9,2.6,0.0,0.0,48.9,-99.0,-21.1,384
2021010801,A,-16.8,321.4,1.8,0.0,0.0,49.5,-99.0,-22.3,357
2021010802,A,-17.2,310.2,4.0,0.0,0.0,44.7,-99.0,-23.6,343
2021010803,A,-17.4,300.0,2.9,0.0,0.0,42.5,-99.0,-23.8,344
2021010804,A,-17.8,304.7,2.4,0.0,0.0,45.4,-99.0,-23.6,355
2021010805,A,-18.0,319.5,2.7,0.0,0.0,45.1,-99.0,-24.1,354
2021010806,A,-18.2,319.2,3.3,0.0,0.0,44.0,-99.0,-24.5,381
2021010807,A,-18.4,312.0,3.1,0.0,0.0,42.1,-99.0,-23.7,396
2021010808,A,-18.8,311.5,1.5,0.0,0.0,47.5,0.01,-22.8,420
2021010809,A,-18.4,345.8,1.0,0.0,0.0,46.0,0.35,-17.4,424
2021010810,A,-16.6,327.0,2.7,0.0,0.0,32.5,0.92,-20.0,418
2021010811,A,-14.7,330.5,2.3,0.0,0.0,32.9,1.55,-19.2,410
2021010812,A,-13.9,297.7,3.2,0.0,0.0,33.5,1.92,-19.0,407
2021010813,A,-12.8,309.8,2.9,0.0,0.0,33.2,2.09,-18.1,390
2021010814,A,-11.8,305.8,3.7,0.0,0.0,33.2,2.02,-17.7,381
2021010815,A,-11.5,312.1,4.2,0.0,0.0,34.0,1.72,-18.0,364
2021010816,A,-12.1,318.1,5.1,0.0,0.0,32.8,1.21,-18.2,354
2021010817,A,-12.3,304.2,3.0,0.0,0.0,35.9,0.53,-17.6,362
2021010818,A,-13.0,310.1,2.8,0.0,0.0,39.3,0.06,-17.9,388
2021010819,A,-13.5,295.6,3.0,0.0,0.0,40.0,-99.0,-19.0,407
2021010820,A,-13.9,305.8,2.4,0.0,0.0,46.5,-99.0,-19.2,412
2021010821,A,-14.4,296.7,3.6,0.0,0.0,49.8,-99.0,-20.6,412
2021010822,A,-15.1,310.6,1.9,0.0,0.0,53.6,-99.0,-19.7,414
2021010823,A,-15.6,343.6,1.3,0.0,0.0,55.6,-99.0,-19.8,408
2021010900,A,-16.3,346.7,1.1,0.0,0.0,51.5,-99.0,-19.3,398
2021010901,A,-15.6,322.0,1.4,0.0,0.0,41.4,-99.0,-19.3,379
2021010902,A,-16.3,357.9,0.3,0.0,0.0,43.4,-99.0,-14.9,358
2021010903,A,-16.6,318.1,0.3,0.0,0.0,44.3,-99.0,-14.9,353
2021010904,A,-17.2,355.4,0.2,0.0,0.0,47.4,-99.0,-15.3,355
2021010905,A,-17.3,307.5,0.6,0.0,0.0,49.6,-99.0,-15.5,355
2021010906,A,-17.2,359.3,0.9,0.0,0.0,52.1,-99.0,-15.8,352
2021010907,A,-17.4,45.5,0.9,0.0,0.0,49.4,-99.0,-15.9,356
2021010908,A,-16.9,38.9,0.6,0.0,0.0,46.8,0.0,-15.7,372
2021010909,A,-15.0,179.6,0.2,0.0,0.0,44.0,0.32,-14.4,377
2021010910,A,-12.6,319.8,1.1,0.0,0.0,34.1,0.85,-12.4,384
2021010911,A,-11.1,354.8,1.7,0.0,0.0,32.2,1.27,-10.7,388
2021010912,A,-10.0,311.2,3.1,0.0,0.0,32.8,1.82,-14.5,388
2021010913,A,-9.0,298.7,2.8,0.0,0.0,33.0,1.99,-14.2,386
2021010914,A,-9.4,297.6,4.5,0.0,0.0,34.1,1.97,-14.8,356
2021010915,A,-8.5,130.4,2.9,0.0,0.0,35.0,1.65,-10.7,333
2021010916,A,-8.7,286.4,3.2,0.0,0.0,35.8,1.15,-13.2,330
2021010917,A,-9.4,323.4,3.8,0.0,0.0,38.8,0.51,-14.7,333
2021010918,A,-10.1,295.0,2.9,0.0,0.0,41.4,0.06,-14.5,351
2021010919,A,-10.5,307.9,3.1,0.0,0.0,41.6,-99.0,-15.5,388
2021010920,A,-10.8,320.2,3.7,0.0,0.0,44.8,-99.0,-15.6,395
2021010921,A,-11.5,310.4,1.6,0.0,0.0,52.0,-99.0,-15.0,404
2021010922,A,-11.8,314.2,1.2,0.0,0.0,52.1,-99.0,-14.6,401
2021010923,A,-13.2,352.0,0.7,0.0,0.0,58.1,-99.0,-14.5,389
2021011000,A,-13.4,50.5,1.1,0.0,0.0,58.6,-99.0,-11.8,384
2021011001,A,-12.5,46.8,1.1,0.0,0.0,51.1,-99.0,-11.9,349
2021011002,A,-12.7,186.8,0.1,0.0,0.0,49.5,-99.0,-11.9,346
2021011003,A,-13.1,13.6,0.5,0.0,0.0,55.3,-99.0,-12.1,338
2021011004,A,-13.0,330.7,0.1,0.0,0.0,51.5,-99.0,-12.6,331
2021011005,A,-13.0,337.0,0.4,0.0,0.0,59.3,-99.0,-12.7,331
2021011006,A,-13.3,348.4,0.1,0.0,0.0,60.1,-99.0,-12.9,337
2021011007,A,-13.2,351.3,0.3,0.0,0.0,64.2,-99.0,-13.1,352
2021011008,A,-12.9,44.4,0.5,0.0,0.0,60.0,0.0,-13.1,362
2021011009,A,-12.1,360.0,0.0,0.0,0.0,54.8,0.32,-11.9,353
2021011010,A,-8.4,342.6,0.9,0.0,0.0,40.7,0.88,-9.1,338
2021011011,A,-7.4,127.3,1.5,0.0,0.0,43.5,1.45,-9.7,327
2021011012,A,-6.1,179.0,2.1,0.0,0.0,40.9,1.82,-5.7,330
2021011013,A,-4.3,166.0,1.2,0.0,0.0,36.4,1.96,-4.3,323
2021011014,A,-3.9,330.3,0.8,0.0,0.0,33.3,1.53,-3.6,319
2021011015,A,-4.4,150.8,1.4,0.0,0.0,35.8,1.0,-3.4,313
2021011016,A,-3.9,108.3,0.8,0.0,0.0,35.7,0.59,-3.2,316
2021011017,A,-4.2,7.5,0.6,0.0,0.0,42.9,0.25,-3.7,317
2021011018,A,-5.0,118.5,0.5,0.0,0.0,44.5,0.04,-4.0,338
2021011019,A,-4.9,133.1,0.8,0.0,0.0,46.8,-99.0,-4.3,378
2021011020,A,-5.5,188.2,0.3,0.0,0.0,49.2,-99.0,-4.4,383
2021011021,A,-5.9,224.7,0.2,0.0,0.0,52.6,-99.0,-4.6,379
2021011022,A,-7.1,79.0,1.0,0.0,0.0,61.0,-99.0,-5.4,370
2021011023,A,-7.7,38.6,1.1,0.0,0.0,61.1,-99.0,-6.1,365
2021011100,A,-8.2,93.1,0.8,0.0,0.0,67.3,-99.0,-6.5,339
2021011101,A,-9.0,89.1,0.8,0.0,0.0,70.0,-99.0,-7.1,357
2021011102,A,-9.6,116.2,1.1,0.0,0.0,73.0,-99.0,-7.8,335
2021011103,A,-9.9,68.9,0.9,0.0,0.0,70.6,-99.0,-8.6,333
2021011104,A,-9.8,76.4,0.9,0.0,0.0,66.3,-99.0,-9.0,341
2021011105,A,-10.1,360.0,0.0,0.0,0.0,71.7,-99.0,-9.4,340
2021011106,A,-9.9,88.8,0.1,0.0,0.0,71.9,-99.0,-9.5,350
2021011107,A,-9.7,68.8,0.6,0.0,0.0,72.2,-99.0,-9.3,384
2021011108,A,-9.3,70.0,0.4,0.0,0.0,68.3,0.0,-9.2,405
2021011109,A,-8.0,78.2,1.2,0.0,0.0,65.2,0.13,-8.4,405
2021011110,A,-7.2,71.7,1.1,0.0,0.0,64.0,0.29,-7.5,396
2021011111,A,-6.4,79.1,0.9,0.0,0.0,61.3,0.47,-6.4,388
2021011112,A,-6.3,90.6,1.5,0.0,0.0,57.2,0.55,-8.0,384
2021011113,A,-5.4,89.9,1.5,0.0,0.0,53.0,0.84,-4.7,381
2021011114,A,-4.8,59.4,1.2,0.0,0.0,49.2,0.88,-4.2,359
2021011115,A,-4.3,38.1,0.9,0.0,0.0,46.3,0.56,-3.9,340
2021011116,A,-4.6,95.2,0.7,0.0,0.0,47.4,0.46,-3.9,341
2021011117,A,-4.6,70.6,1.0,0.0,0.0,46.0,0.24,-3.9,341
2021011118,A,-6.4,69.3,0.7,0.0,0.0,52.7,0.05,-4.8,357
2021011119,A,-6.4,70.2,0.8,0.0,0.0,51.8,-99.0,-4.9,375
2021011120,A,-5.9,71.2,0.7,0.0,0.0,49.0,-99.0,-5.2,389
2021011121,A,-6.6,66.8,0.7,0.0,0.0,53.4,-99.0,-5.6,385
2021011122,A,-6.5,75.5,1.2,0.0,0.0,57.1,-99.0,-6.3,385
2021011123,A,-6.7,96.8,1.3,0.0,0.0,59.5,-99.0,-6.3,359
2021011200,A,-6.3,73.0,0.7,0.0,0.0,63.4,-99.0,-6.0,348
2021011201,A,-7.0,360.0,0.0,0.0,0.0,62.2,-99.0,-6.7,314
2021011202,A,-7.2,67.7,1.8,0.0,0.0,65.3,-99.0,-7.5,301
2021011203,A,-7.5,68.2,3.0,0.0,0.0,65.8,-99.0,-11.8,300
2021011204,A,-8.1,68.8,2.5,0.0,0.0,65.3,-99.0,-11.7,309
2021011205,A,-8.2,79.8,1.7,0.0,0.0,65.3,-99.0,-11.5,310
2021011206,A,-8.3,73.2,1.8,0.0,0.0,69.0,-99.0,-11.7,319
2021011207,A,-8.4,80.8,1.9,0.0,0.0,69.8,-99.0,-11.7,358
2021011208,A,-8.2,79.0,2.4,0.0,0.0,69.4,0.0,-12.4,375
2021011209,A,-7.6,88.6,3.1,0.0,0.0,66.5,0.21,-11.2,377
2021011210,A,-5.5,139.5,1.7,0.0,0.0,61.3,0.72,-8.1,366
2021011211,A,-3.9,106.8,2.1,0.0,0.0,58.9,1.26,-5.9,351
2021011212,A,-1.9,93.3,1.6,0.0,0.0,55.4,1.73,-3.4,322
2021011213,A,-0.8,98.3,1.5,0.0,0.0,56.9,1.24,-0.1,319
2021011214,A,-1.2,131.6,1.5,0.0,0.0,62.5,0.5,-0.3,309
2021011215,A,-1.0,134.3,0.9,0.0,0.0,76.6,0.36,-0.7,297
2021011216,A,-1.9,172.4,0.7,0.0,0.0,94.1,0.08,-1.3,304
2021011217,A,-1.6,104.3,0.3,0.0,0.0,94.4,0.02,-1.0,327
2021011218,A,-1.5,149.8,0.6,1.0,1.0,94.6,0.01,-0.8,338
2021011219,A,-1.8,140.1,0.8,1.0,0.0,94.9,-99.0,-1.0,341
2021011220,A,-1.3,101.9,0.3,1.5,0.5,94.7,-99.0,-0.9,347
2021011221,A,-1.3,143.4,0.5,1.5,0.0,94.8,-99.0,-1.0,337
2021011222,A,-2.0,128.4,1.1,1.5,0.0,94.7,-99.0,-1.3,329
2021011223,A,-1.6,103.8,1.7,1.5,0.0,93.1,-99.0,-1.5,294
2021011300,A,-1.7,85.4,2.1,1.5,0.0,92.4,-99.0,-3.6,291
2021011301,A,-1.7,85.7,2.7,0.0,0.0,93.0,-99.0,-4.5,268
2021011302,A,-1.6,82.3,2.8,0.0,0.0,92.1,-99.0,-4.2,256
2021011303,A,-1.9,86.8,2.3,0.0,0.0,90.5,-99.0,-4.4,246
2021011304,A,-2.0,75.3,3.3,0.0,0.0,90.8,-99.0,-5.7,260
2021011305,A,-2.0,79.9,2.9,0.0,0.0,89.5,-99.0,-5.4,265
2021011306,A,-2.0,80.5,3.1,0.0,0.0,88.7,-99.0,-5.1,270
2021011307,A,-2.3,80.2,3.4,0.0,0.0,88.8,-99.0,-5.8,316
2021011308,A,-2.0,80.3,3.3,0.0,0.0,86.3,0.01,-5.3,336
2021011309,A,-1.5,73.7,3.7,0.0,0.0,85.1,0.1,-3.8,342
2021011310,A,0.2,80.3,2.8,0.0,0.0,80.0,0.27,-1.9,323
2021011311,A,2.2,86.6,3.1,0.0,0.0,72.8,0.82,0.3,300
2021011312,A,4.5,141.5,2.1,0.0,0.0,67.5,1.7,2.9,279
2021011313,A,6.6,196.5,1.2,0.0,0.0,61.7,1.63,5.5,267
2021011314,A,7.5,193.5,2.7,0.0,0.0,61.2,1.53,5.3,250
2021011315,A,7.8,246.6,2.7,0.0,0.0,61.8,1.26,6.6,227
2021011316,A,7.3,222.1,2.1,0.0,0.0,66.7,0.76,5.7,220
2021011317,A,6.8,229.0,2.0,0.0,0.0,71.4,0.16,5.7,228
2021011318,A,6.2,292.3,1.9,0.0,0.0,77.7,0.03,5.6,265
2021011319,A,4.3,314.7,1.3,0.0,0.0,85.6,-99.0,4.9,291
2021011320,A,4.2,295.7,1.5,0.0,0.0,82.0,-99.0,3.6,300
2021011321,A,2.8,108.3,1.9,0.0,0.0,77.8,-99.0,3.8,301
2021011322,A,1.0,296.6,1.1,0.0,0.0,78.5,-99.0,1.4,296
2021011323,A,-0.2,310.0,1.8,0.0,0.0,75.8,-99.0,-0.1,284
2021011400,A,-1.0,313.9,1.6,0.0,0.0,71.4,-99.0,-1.3,268
2021011401,A,-0.8,318.0,1.3,0.0,0.0,59.5,-99.0,-1.5,257
2021011402,A,-1.6,316.3,1.1,0.0,0.0,56.8,-99.0,-2.4,234
2021011403,A,-2.3,326.6,0.3,0.0,0.0,56.3,-99.0,-1.2,230
2021011404,A,-2.3,340.3,0.6,0.0,0.0,52.6,-99.0,-1.8,228
2021011405,A,-3.3,56.9,0.6,0.0,0.0,63.0,-99.0,-2.2,232
2021011406,A,-3.7,87.5,0.9,0.0,0.0,64.2,-99.0,-2.8,266
2021011407,A,-3.7,87.1,0.8,0.0,0.0,64.5,-99.0,-3.2,260
